scope,variant,condition,severity,seed,probe,global_coupling,input_peak_per_ms,dt_ms,pair,semantic_network,episodic_network,outcome,unit,semantic_value,episodic_value,semantic_minus_episodic_interaction
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,11,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,52.5,-1.5,54.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,23,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,57.5,5.0,52.5
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,37,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,1201.5,95.5,1106.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,53,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,303.5,5.5,298.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,71,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,161.5,30.5,131.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,89,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,65.0,4.5,60.5
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,107,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,46.5,2.5,44.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,127,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,105.5,43.0,62.5
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,149,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,60.5,24.5,36.0
local_dynamics_counterfactual,expanded_targets_local_fixed,High AD-like perturbation with A1 and expanded target local dynamics held at baseline,1.0,173,pulse,60.0,0.02,0.5,expanded_bilateral,semantic_expanded,episodic_expanded,response_latency,ms,57.5,4.5,53.0
